Unique Key,Created Date,Borough,Zip,City,Complaint Type
35144713,2017-01-01 02:54:28,BRONX,10468,BRONX,Noise - Residential
35144943,2017-01-01 02:54:29,QUEENS,11355,FLUSHING,Noise - Residential
35144907,2017-01-01 02:54:42,BRONX,10452,BRONX,Noise - Residential
35145306,2017-01-01 02:54:57,BRONX,10456,BRONX,Noise - Residential
35147156,2017-01-01 02:55:26,BRONX,10472,BRONX,Illegal Animal Kept as Pet
35148075,2017-01-01 02:56:06,BRONX,10456,BRONX,Noise - Residential
35144203,2017-01-01 02:56:18,BROOKLYN,11224,BROOKLYN,Noise - Street/Sidewalk
35145294,2017-01-01 02:56:46,QUEENS,11101,LONG ISLAND CITY,Noise - Residential
35144876,2017-01-01 02:57:00,QUEENS,11372,JACKSON HEIGHTS,Noise - Residential
35146079,2017-01-01 02:57:42,BROOKLYN,11206,BROOKLYN,Illegal Parking
35145209,2017-01-01 02:58:23,MANHATTAN,10003,NEW YORK,Noise - Commercial
35146012,2017-01-01 02:58:31,QUEENS,11102,ASTORIA,Noise - Residential
35148206,2017-01-01 02:58:38,BRONX,10467,BRONX,Noise - Residential
35147935,2017-01-01 02:58:40,QUEENS,11420,SOUTH OZONE PARK,Noise - Residential
35146072,2017-01-01 02:58:45,BRONX,10473,BRONX,Noise - Residential
35144707,2017-01-01 02:59:03,MANHATTAN,10032,NEW YORK,Noise - Residential
35147520,2017-01-01 02:59:41,QUEENS,11101,LONG ISLAND CITY,Noise - Residential
35145476,2017-01-01 02:59:44,BRONX,10458,BRONX,Noise - Residential
35146062,2017-01-01 02:59:48,BRONX,10467,BRONX,Noise - Residential
35147215,2017-01-01 03:00:14,QUEENS,11368,Corona,HEAT/HOT WATER
35144389,2017-01-01 03:00:23,BRONX,10472,BRONX,Illegal Animal Kept as Pet
35144292,2017-01-01 03:00:29,BROOKLYN,11237,BROOKLYN,Noise - Residential
35146727,2017-01-01 03:00:35,BROOKLYN,11221,BROOKLYN,Blocked Driveway
35145044,2017-01-01 03:00:48,BROOKLYN,11207,BROOKLYN,HEAT/HOT WATER
35147080,2017-01-01 03:00:53,BRONX,10458,BRONX,Noise - Residential
35146878,2017-01-01 03:00:55,QUEENS,11101,LONG ISLAND CITY,Noise - Residential
35147337,2017-01-01 03:01:07,MANHATTAN,10023,NEW YORK,Noise - Residential
35147519,2017-01-01 03:01:16,BROOKLYN,11221,BROOKLYN,Noise - Residential
35147079,2017-01-01 03:01:24,MANHATTAN,10065,NEW YORK,Noise - Residential
35147685,2017-01-01 03:01:44,BROOKLYN,11211,BROOKLYN,Noise - Residential
35146971,2017-01-01 03:01:48,BROOKLYN,11208,BROOKLYN,Noise - Residential
35145742,2017-01-01 03:03:00,QUEENS,11691,Far Rockaway,HEAT/HOT WATER
35144335,2017-01-01 03:03:09,BROOKLYN,11213,BROOKLYN,Noise - Residential
35147489,2017-01-01 03:03:10,MANHATTAN,10034,NEW YORK,Noise - Residential
35145931,2017-01-01 03:03:49,MANHATTAN,10154,NEW YORK,Homeless Person Assistance
35146794,2017-01-01 03:04:06,BROOKLYN,11208,BROOKLYN,HEAT/HOT WATER
35145412,2017-01-01 03:04:13,BRONX,10463,BRONX,Noise - Residential
35144938,2017-01-01 03:04:18,MANHATTAN,10023,NEW YORK,Noise - Residential
35144388,2017-01-01 03:04:19,BRONX,10472,BRONX,Illegal Animal Kept as Pet
35144585,2017-01-01 03:04:20,STATEN ISLAND,10301,STATEN ISLAND,Noise - Residential
35144296,2017-01-01 03:04:33,MANHATTAN,10032,NEW YORK,Noise - Residential
35147667,2017-01-01 03:04:42,BROOKLYN,11233,BROOKLYN,Noise - Residential
35146394,2017-01-01 03:04:55,BRONX,10468,BRONX,Noise - Residential
35146548,2017-01-01 03:05:20,QUEENS,11367,FLUSHING,Noise - Vehicle
35147419,2017-01-01 03:05:21,QUEENS,11377,WOODSIDE,Blocked Driveway
35145655,2017-01-01 03:05:35,BROOKLYN,11208,BROOKLYN,HEAT/HOT WATER
35147874,2017-01-01 03:05:46,BRONX,10465,BRONX,Noise - Residential
35148059,2017-01-01 03:05:50,BRONX,10468,BRONX,Noise - Residential
35145169,2017-01-01 03:05:53,QUEENS,11415,KEW GARDENS,Noise - Residential
35144308,2017-01-01 03:05:59,QUEENS,11373,ELMHURST,Illegal Parking
35146810,2017-01-01 03:06:00,MANHATTAN,10004,NEW YORK,Traffic Signal Condition
35148122,2017-01-01 03:06:12,MANHATTAN,10030,NEW YORK,Noise - Residential
35146925,2017-01-01 03:06:28,BROOKLYN,11232,BROOKLYN,Noise - Commercial
35146719,2017-01-01 03:06:40,QUEENS,11365,FRESH MEADOWS,Blocked Driveway
35145134,2017-01-01 03:07:00,BROOKLYN,11236,BROOKLYN,Blocked Driveway
35145511,2017-01-01 03:07:19,MANHATTAN,10033,NEW YORK,Noise - Residential
35144766,2017-01-01 03:07:32,BRONX,10452,BRONX,Noise - Residential
35147478,2017-01-01 03:07:41,QUEENS,11106,ASTORIA,Noise - Residential
35148159,2017-01-01 03:07:46,BRONX,10458,BRONX,Noise - Residential
35145940,2017-01-01 03:07:49,BROOKLYN,11208,BROOKLYN,Noise - Residential
35146736,2017-01-01 03:08:32,BRONX,10463,BRONX,Blocked Driveway
35144697,2017-01-01 03:08:52,MANHATTAN,10025,NEW YORK,Noise - Residential
35144073,2017-01-01 03:09:22,BRONX,10468,BRONX,Noise - Residential
35146359,2017-01-01 03:10:05,QUEENS,11433,JAMAICA,Noise - Residential
35144855,2017-01-01 03:10:23,QUEENS,11420,SOUTH OZONE PARK,Noise - Residential
35148209,2017-01-01 03:10:46,MANHATTAN,10029,NEW YORK,Noise - Residential
35145230,2017-01-01 03:10:50,MANHATTAN,10027,NEW YORK,Noise - Residential
35146049,2017-01-01 03:10:51,BRONX,10463,BRONX,Noise - Residential
35145692,2017-01-01 03:11:18,QUEENS,11416,OZONE PARK,Blocked Driveway
35144551,2017-01-01 03:11:20,BRONX,10466,BRONX,Blocked Driveway
35148202,2017-01-01 03:11:23,MANHATTAN,10033,NEW YORK,Noise - Residential
35145659,2017-01-01 03:11:53,BROOKLYN,11206,BROOKLYN,HEAT/HOT WATER
35148057,2017-01-01 03:11:57,QUEENS,11368,CORONA,Noise - Residential
35144362,2017-01-01 03:12:19,MANHATTAN,10463,NEW YORK,Noise - Residential
35144921,2017-01-01 03:12:53,BROOKLYN,11225,BROOKLYN,Noise - Residential
35145482,2017-01-01 03:13:02,BROOKLYN,11209,BROOKLYN,Noise - Residential
35147442,2017-01-01 03:13:08,BRONX,10461,BRONX,Blocked Driveway
35147548,2017-01-01 03:13:08,BROOKLYN,11207,BROOKLYN,Noise - Residential
35146347,2017-01-01 03:13:17,BROOKLYN,11213,BROOKLYN,Noise - Residential
35144942,2017-01-01 03:13:35,BROOKLYN,11229,BROOKLYN,Noise - Residential
35144074,2017-01-01 03:14:03,MANHATTAN,10033,NEW YORK,Noise - Residential
35148201,2017-01-01 03:14:10,BROOKLYN,11225,BROOKLYN,Noise - Residential
35147028,2017-01-01 03:14:16,MANHATTAN,10018,NEW YORK,Noise - Street/Sidewalk
35144737,2017-01-01 03:14:31,BROOKLYN,11211,BROOKLYN,Noise - Residential
35148147,2017-01-01 03:14:36,QUEENS,11416,OZONE PARK,Noise - Residential
35146801,2017-01-01 03:14:45,BROOKLYN,11203,BROOKLYN,Noise - Commercial
35146475,2017-01-01 03:14:51,MANHATTAN,10025,NEW YORK,Noise - Street/Sidewalk
35147232,2017-01-01 03:15:25,BROOKLYN,11206,BROOKLYN,HEAT/HOT WATER
35145136,2017-01-01 03:15:32,BROOKLYN,11210,BROOKLYN,HEAT/HOT WATER
35145965,2017-01-01 03:16:06,QUEENS,11368,CORONA,Noise - Residential
35145305,2017-01-01 03:16:17,BRONX,10458,BRONX,Noise - Residential
35147632,2017-01-01 03:16:37,MANHATTAN,10040,NEW YORK,Noise - Residential
35144213,2017-01-01 03:16:37,BRONX,10454,BRONX,Noise - Residential
35144372,2017-01-01 03:17:00,MANHATTAN,10033,NEW YORK,Noise - Residential
35145929,2017-01-01 03:17:25,BRONX,10467,BRONX,Noise - Residential
35146374,2017-01-01 03:17:30,BROOKLYN,11204,BROOKLYN,HEAT/HOT WATER
35146064,2017-01-01 03:17:52,MANHATTAN,10040,NEW YORK,Noise - Residential
35145937,2017-01-01 03:17:58,BROOKLYN,11238,BROOKLYN,Noise - Residential
35144347,2017-01-01 03:18:04,MANHATTAN,10033,NEW YORK,Noise - Residential
35144357,2017-01-01 03:18:05,BRONX,10456,BRONX,Noise - Residential
35144733,2017-01-01 03:18:14,Unspecified,,,Noise - Residential
35147631,2017-01-01 03:18:24,MANHATTAN,10033,NEW YORK,Noise - Residential
35146468,2017-01-01 03:18:42,BROOKLYN,11238,BROOKLYN,Noise - Residential
35146989,2017-01-01 03:18:57,BROOKLYN,11219,BROOKLYN,Noise - Commercial
35145851,2017-01-01 03:19:00,BROOKLYN,11201,BROOKLYN,Noise - Residential
35144967,2017-01-01 03:19:07,MANHATTAN,10036,NEW YORK,Taxi Complaint
35146555,2017-01-01 03:19:34,BROOKLYN,11225,BROOKLYN,Noise - Residential
35146013,2017-01-01 03:19:51,BRONX,10467,BRONX,Noise - Residential
35145114,2017-01-01 03:19:55,BROOKLYN,11238,BROOKLYN,Noise - Commercial
35144734,2017-01-01 03:20:11,BRONX,10463,BRONX,Noise - Residential
35147891,2017-01-01 03:20:27,MANHATTAN,10035,NEW YORK,HEAT/HOT WATER
35147664,2017-01-01 03:20:39,BRONX,10467,BRONX,Noise - Residential
35148196,2017-01-01 03:20:42,BRONX,10460,BRONX,Noise - Residential
35144604,2017-01-01 03:20:49,QUEENS,11373,ELMHURST,Blocked Driveway
35145411,2017-01-01 03:20:55,BRONX,10463,BRONX,Noise - Residential
35148025,2017-01-01 03:21:03,STATEN ISLAND,10301,STATEN ISLAND,For Hire Vehicle Complaint
35147077,2017-01-01 03:21:07,BRONX,10460,BRONX,Noise - Residential
35143922,2017-01-01 03:21:15,BRONX,10458,BRONX,HEAT/HOT WATER
35146009,2017-01-01 03:21:15,BROOKLYN,11207,BROOKLYN,Noise - Residential
35146538,2017-01-01 03:21:15,BRONX,10468,BRONX,Noise - Residential
35146030,2017-01-01 03:21:30,BROOKLYN,11206,BROOKLYN,Noise - Residential
35145774,2017-01-01 03:21:33,BROOKLYN,11236,BROOKLYN,Blocked Driveway
35144898,2017-01-01 03:21:37,QUEENS,11355,FLUSHING,Noise - Residential
35147286,2017-01-01 03:21:50,BRONX,10454,BRONX,HEAT/HOT WATER
35146008,2017-01-01 03:21:55,BRONX,10458,BRONX,Noise - Residential
35144925,2017-01-01 03:22:13,BROOKLYN,11211,BROOKLYN,Noise - Residential
35146523,2017-01-01 03:22:26,BRONX,10453,BRONX,Noise - Residential
35145182,2017-01-01 03:23:03,BROOKLYN,11224,BROOKLYN,Noise - Residential
35147310,2017-01-01 03:23:09,QUEENS,11432,Jamaica,HEAT/HOT WATER
35144742,2017-01-01 03:23:22,MANHATTAN,10040,NEW YORK,Noise - Street/Sidewalk
35145069,2017-01-01 03:23:47,BROOKLYN,11228,BROOKLYN,Blocked Driveway
35145954,2017-01-01 03:24:00,QUEENS,11417,OZONE PARK,Noise - Residential
35144366,2017-01-01 03:24:14,BRONX,10460,BRONX,Noise - Residential
35145918,2017-01-01 03:24:25,STATEN ISLAND,10304,STATEN ISLAND,Noise - Commercial
35144355,2017-01-01 03:24:28,MANHATTAN,10031,NEW YORK,Noise - Residential
35148161,2017-01-01 03:24:39,BRONX,10463,BRONX,Noise - Residential
35148048,2017-01-01 03:24:40,BRONX,10467,BRONX,Noise - Residential
35144880,2017-01-01 03:25:01,BROOKLYN,11206,BROOKLYN,Noise - Residential
35147856,2017-01-01 03:25:17,QUEENS,11417,OZONE PARK,Noise - Residential
35147684,2017-01-01 03:25:19,BRONX,10460,BRONX,Noise - Residential
35145187,2017-01-01 03:25:22,MANHATTAN,10031,NEW YORK,Noise - Street/Sidewalk
35145606,2017-01-01 03:25:53,MANHATTAN,10035,NEW YORK,HEAT/HOT WATER
